"Timestamp";"TransactionID";"AccountID";"Amount";"Merchant";"TransactionType";"Location";"TransactionCount";"MeanAmount";"StdAmount";"UniqueMerchants";"TransactionDate";"ActiveDays";"IsoForest_Anomaly";"DBSCAN_Anomaly";"Anomaly"
"04-01-2023 14:16";"TXN1709";"ACC5";"5145.59";"MerchantA";"Transfer";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-04 14:16:00";"14630";"-1";"5";"1"
"04-01-2023 16:48";"TXN425";"ACC15";"14516.1";"MerchantA";"Transfer";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-04 16:48:00";"14701";"-1";"3";"1"
"04-01-2023 17:38";"TXN1605";"ACC5";"1214.88";"MerchantH";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-04 17:38:00";"14630";"-1";"5";"1"
"04-01-2023 17:52";"TXN581";"ACC15";"1384.25";"MerchantA";"Transfer";"Los Angeles";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-04 17:52:00";"14701";"-1";"3";"1"
"04-01-2023 19:22";"TXN1480";"ACC5";"10100.59";"MerchantA";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-04 19:22:00";"14630";"-1";"5";"1"
"04-01-2023 20:45";"TXN1774";"ACC5";"68215.77";"MerchantA";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-04 20:45:00";"14630";"-1";"5";"1"
"04-01-2023 21:42";"TXN1153";"ACC5";"2408.7";"MerchantI";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-04 21:42:00";"14630";"-1";"5";"1"
"05-01-2023 00:13";"TXN635";"ACC5";"96179.53";"MerchantH";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 00:13:00";"14630";"-1";"5";"1"
"05-01-2023 00:32";"TXN16";"ACC5";"17383.83";"MerchantJ";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 00:32:00";"14630";"-1";"5";"1"
"05-01-2023 02:54";"TXN304";"ACC15";"72603.48";"MerchantA";"Purchase";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-05 02:54:00";"14701";"-1";"3";"1"
"05-01-2023 04:42";"TXN1490";"ACC5";"81724.47";"MerchantJ";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 04:42:00";"14630";"-1";"5";"1"
"05-01-2023 08:44";"TXN1549";"ACC5";"81312.9";"MerchantJ";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 08:44:00";"14630";"-1";"5";"1"
"05-01-2023 10:49";"TXN1029";"ACC15";"2915.61";"MerchantH";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-05 10:49:00";"14701";"-1";"3";"1"
"05-01-2023 13:35";"TXN1356";"ACC15";"97665.29";"MerchantH";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-05 13:35:00";"14701";"-1";"3";"1"
"05-01-2023 13:36";"TXN1979";"ACC5";"86740.25";"MerchantG";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 13:36:00";"14630";"-1";"5";"1"
"05-01-2023 15:29";"TXN1949";"ACC15";"96409.43";"MerchantB";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-05 15:29:00";"14701";"-1";"3";"1"
"05-01-2023 18:18";"TXN232";"ACC5";"21762.19";"MerchantH";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 18:18:00";"14630";"-1";"5";"1"
"05-01-2023 18:27";"TXN1029";"ACC5";"64493.09";"MerchantH";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 18:27:00";"14630";"-1";"5";"1"
"05-01-2023 19:21";"TXN1123";"ACC5";"3059.63";"MerchantA";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-05 19:21:00";"14630";"-1";"5";"1"
"06-01-2023 04:18";"TXN1706";"ACC15";"20069.11";"MerchantJ";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 04:18:00";"14701";"-1";"3";"1"
"06-01-2023 05:16";"TXN866";"ACC15";"23142.4";"MerchantA";"Purchase";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 05:16:00";"14701";"-1";"3";"1"
"06-01-2023 05:31";"TXN325";"ACC5";"33885.42";"MerchantA";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 05:31:00";"14630";"-1";"5";"1"
"06-01-2023 06:30";"TXN1158";"ACC15";"1554.36";"MerchantI";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 06:30:00";"14701";"-1";"3";"1"
"06-01-2023 07:48";"TXN952";"ACC5";"895.78";"MerchantE";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 07:48:00";"14630";"-1";"5";"1"
"06-01-2023 09:42";"TXN868";"ACC5";"99867.27";"MerchantI";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 09:42:00";"14630";"-1";"5";"1"
"06-01-2023 12:49";"TXN149";"ACC5";"1035.41";"MerchantA";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 12:49:00";"14630";"-1";"5";"1"
"06-01-2023 16:19";"TXN1458";"ACC15";"64708.93";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 16:19:00";"14701";"-1";"3";"1"
"06-01-2023 18:46";"TXN837";"ACC15";"87437.18";"MerchantA";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 18:46:00";"14701";"-1";"3";"1"
"06-01-2023 18:47";"TXN643";"ACC15";"4060.8";"MerchantA";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-06 18:47:00";"14701";"-1";"3";"1"
"06-01-2023 20:14";"TXN1631";"ACC5";"9253.4";"MerchantJ";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 20:14:00";"14630";"-1";"5";"1"
"06-01-2023 22:50";"TXN1463";"ACC5";"96606.4";"MerchantA";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-06 22:50:00";"14630";"-1";"5";"1"
"07-01-2023 04:39";"TXN607";"ACC15";"99752.81";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 04:39:00";"14701";"-1";"3";"1"
"07-01-2023 05:15";"TXN1311";"ACC5";"96439.81";"MerchantA";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-07 05:15:00";"14630";"-1";"5";"1"
"07-01-2023 06:24";"TXN813";"ACC5";"72946.09";"MerchantG";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-07 06:24:00";"14630";"-1";"5";"1"
"07-01-2023 07:30";"TXN1520";"ACC15";"1716.37";"MerchantD";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 07:30:00";"14701";"-1";"3";"1"
"07-01-2023 09:16";"TXN733";"ACC15";"98724.92";"MerchantA";"Purchase";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 09:16:00";"14701";"-1";"3";"1"
"07-01-2023 12:19";"TXN802";"ACC5";"42150.15";"MerchantJ";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-07 12:19:00";"14630";"-1";"5";"1"
"07-01-2023 12:47";"TXN1180";"ACC15";"65658.17";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 12:47:00";"14701";"-1";"3";"1"
"07-01-2023 16:51";"TXN1091";"ACC5";"98116.85";"MerchantJ";"Withdrawal";"Los Angeles";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-07 16:51:00";"14630";"-1";"5";"1"
"07-01-2023 19:19";"TXN36";"ACC5";"28955.45";"MerchantJ";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-07 19:19:00";"14630";"-1";"5";"1"
"07-01-2023 23:10";"TXN929";"ACC15";"79963.2";"MerchantA";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 23:10:00";"14701";"-1";"3";"1"
"07-01-2023 23:34";"TXN1696";"ACC15";"77899.29";"MerchantJ";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-07 23:34:00";"14701";"-1";"3";"1"
"08-01-2023 00:02";"TXN848";"ACC15";"1166.29";"MerchantA";"Withdrawal";"San Francisco";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-08 00:02:00";"14701";"-1";"3";"1"
"08-01-2023 01:20";"TXN937";"ACC5";"83620.26";"MerchantJ";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 01:20:00";"14630";"-1";"5";"1"
"08-01-2023 04:03";"TXN1957";"ACC5";"98695.3";"MerchantG";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 04:03:00";"14630";"-1";"5";"1"
"08-01-2023 04:54";"TXN961";"ACC5";"10094.07";"MerchantA";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 04:54:00";"14630";"-1";"5";"1"
"08-01-2023 17:07";"TXN1800";"ACC15";"82264.35";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-08 17:07:00";"14701";"-1";"3";"1"
"08-01-2023 17:08";"TXN533";"ACC5";"93787.69";"MerchantI";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 17:08:00";"14630";"-1";"5";"1"
"08-01-2023 17:40";"TXN947";"ACC15";"3144.7";"MerchantA";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-08 17:40:00";"14701";"-1";"3";"1"
"08-01-2023 19:49";"TXN610";"ACC5";"22614.85";"MerchantJ";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 19:49:00";"14630";"-1";"5";"1"
"08-01-2023 21:12";"TXN1393";"ACC5";"29391.25";"MerchantJ";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 21:12:00";"14630";"-1";"5";"1"
"08-01-2023 23:55";"TXN1503";"ACC5";"90350.59";"MerchantJ";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-08 23:55:00";"14630";"-1";"5";"1"
"09-01-2023 00:20";"TXN1786";"ACC15";"17494.75";"MerchantA";"Transfer";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 00:20:00";"14701";"-1";"3";"1"
"09-01-2023 02:42";"TXN506";"ACC15";"46894.24";"MerchantA";"Purchase";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 02:42:00";"14701";"-1";"3";"1"
"09-01-2023 05:16";"TXN1098";"ACC5";"7855.55";"MerchantJ";"Transfer";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-09 05:16:00";"14630";"-1";"5";"1"
"09-01-2023 05:22";"TXN1599";"ACC15";"6376.84";"MerchantJ";"Transfer";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 05:22:00";"14701";"-1";"3";"1"
"09-01-2023 06:40";"TXN253";"ACC15";"98799.65";"MerchantJ";"Withdrawal";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 06:40:00";"14701";"-1";"3";"1"
"09-01-2023 06:55";"TXN892";"ACC5";"3840.14";"MerchantH";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-09 06:55:00";"14630";"-1";"5";"1"
"09-01-2023 16:09";"TXN1679";"ACC5";"99803.25";"MerchantA";"Purchase";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-09 16:09:00";"14630";"-1";"5";"1"
"09-01-2023 16:11";"TXN443";"ACC15";"1798.06";"MerchantJ";"Withdrawal";"New York";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 16:11:00";"14701";"-1";"3";"1"
"09-01-2023 16:30";"TXN438";"ACC15";"5738.83";"MerchantA";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 16:30:00";"14701";"-1";"3";"1"
"09-01-2023 19:58";"TXN1045";"ACC5";"46996.1";"MerchantJ";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-09 19:58:00";"14630";"-1";"5";"1"
"09-01-2023 20:46";"TXN677";"ACC15";"7405.57";"MerchantA";"Withdrawal";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-09 20:46:00";"14701";"-1";"3";"1"
"09-01-2023 22:11";"TXN1197";"ACC5";"35604.23";"MerchantA";"Purchase";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-09 22:11:00";"14630";"-1";"5";"1"
"10-01-2023 03:35";"TXN825";"ACC15";"20358.45";"MerchantA";"Transfer";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-10 03:35:00";"14701";"-1";"3";"1"
"10-01-2023 07:43";"TXN1176";"ACC15";"22459.2";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-10 07:43:00";"14701";"-1";"3";"1"
"10-01-2023 07:48";"TXN908";"ACC5";"1449.51";"MerchantA";"Purchase";"Los Angeles";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-10 07:48:00";"14630";"-1";"5";"1"
"10-01-2023 15:20";"TXN1184";"ACC15";"15815.39";"MerchantA";"Transfer";"London";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-10 15:20:00";"14701";"-1";"3";"1"
"10-01-2023 16:25";"TXN106";"ACC5";"54382.27";"MerchantA";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-10 16:25:00";"14630";"-1";"5";"1"
"10-01-2023 16:46";"TXN1571";"ACC3";"96525.17";"MerchantA";"Purchase";"Tokyo";"14285";"49910.79913545677";"28911.692974480055";"10";"2023-01-10 16:46:00";"14285";"-1";"2";"1"
"10-01-2023 17:20";"TXN250";"ACC15";"49127.51";"MerchantA";"Purchase";"Tokyo";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-10 17:20:00";"14701";"-1";"3";"1"
"10-01-2023 20:52";"TXN1740";"ACC5";"20388.01";"MerchantG";"Withdrawal";"Tokyo";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-10 20:52:00";"14630";"-1";"5";"1"
"10-01-2023 22:52";"TXN890";"ACC15";"1528.59";"MerchantA";"Withdrawal";"Los Angeles";"14701";"50371.89460580913";"28860.449456233724";"10";"2023-01-10 22:52:00";"14701";"-1";"3";"1"
"10-01-2023 22:59";"TXN1289";"ACC5";"4732.53";"MerchantB";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-10 22:59:00";"14630";"-1";"5";"1"
"10-01-2023 23:47";"TXN955";"ACC5";"61399.32";"MerchantJ";"Withdrawal";"London";"14630";"50194.70615584415";"30071.156125134446";"10";"2023-01-10 23:47:00";"14630";"-1";"5";"1"
